futures_id,date,institutional_investors,long_deal_volume,long_deal_amount,short_deal_volume,short_deal_amount,long_open_interest_balance_volume,long_open_interest_balance_amount,short_open_interest_balance_volume,short_open_interest_balance_amount
SF,2018-06-27,外資,17111.0,4202757.0,17389.0,4150764.0,21717.0,6922023.0,15133.0,2878679.0
SPF,2018-06-27,自營商,62.0,33801.0,43.0,23431.0,329.0,179494.0,250.0,136396.0
SPF,2018-06-27,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-27,外資,3.0,1636.0,1.0,545.0,30.0,16362.0,10.0,5462.0
T5F,2018-06-27,自營商,5.0,3897.0,2.0,1559.0,119.0,92074.0,118.0,91295.0
T5F,2018-06-27,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-27,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-27,自營商,520.0,896088.0,415.0,715336.0,260.0,445145.0,419.0,718060.0
TE,2018-06-27,投信,0.0,0.0,0.0,0.0,292.0,500663.0,24.0,41150.0
TE,2018-06-27,外資,1599.0,2757573.0,1755.0,3026414.0,1370.0,2349002.0,1687.0,2892530.0
TF,2018-06-27,自營商,222.0,274611.0,209.0,258414.0,222.0,274348.0,245.0,302200.0
TF,2018-06-27,投信,0.0,0.0,0.0,0.0,54.0,66733.0,0.0,0.0
TF,2018-06-27,外資,1015.0,1256130.0,1066.0,1319273.0,722.0,892248.0,2171.0,2682922.0
TJF,2018-06-27,自營商,299.0,103264.0,237.0,81830.0,195.0,67135.0,245.0,84329.0
TJF,2018-06-27,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-27,外資,32.0,11050.0,80.0,27621.0,0.0,0.0,46.0,15837.0
TX,2018-06-27,自營商,17781.0,37609264.0,16608.0,35109947.0,7115.0,14851608.0,10900.0,22808780.0
TX,2018-06-27,投信,55.0,116321.0,358.0,755699.0,1888.0,3985839.0,27818.0,58728654.0
TX,2018-06-27,外資,54011.0,114320574.0,52961.0,112110714.0,62285.0,131461987.0,33823.0,71344087.0
UDF,2018-06-27,自營商,1666.0,809227.0,1377.0,668754.0,79.0,38328.0,310.0,150395.0
UDF,2018-06-27,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-27,外資,453.0,220011.0,457.0,222000.0,132.0,64036.0,12.0,5823.0
XIF,2018-06-27,自營商,178.0,222149.0,162.0,202179.0,152.0,190151.0,95.0,118068.0
XIF,2018-06-27,投信,0.0,0.0,0.0,0.0,1.0,1252.0,0.0,0.0
XIF,2018-06-27,外資,95.0,118886.0,121.0,151430.0,2.0,2504.0,54.0,67597.0
ETF,2018-06-28,自營商,497.0,139731.0,798.0,242549.0,2532.0,726934.0,5252.0,1731649.0
ETF,2018-06-28,投信,0.0,0.0,0.0,0.0,2653.0,1061067.0,4726.0,3395357.0
ETF,2018-06-28,外資,2422.0,659810.0,1989.0,551766.0,4100.0,3097602.0,4112.0,838418.0
GTF,2018-06-28,自營商,0.0,0.0,2.0,1203.0,11.0,6569.0,2.0,1198.0
GTF,2018-06-28,投信,0.0,0.0,0.0,0.0,9.0,5393.0,0.0,0.0
GTF,2018-06-28,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17976.0
I5F,2018-06-28,自營商,188.0,99841.0,185.0,98255.0,118.0,62375.0,182.0,96205.0
I5F,2018-06-28,投信,0.0,0.0,0.0,0.0,26.0,13744.0,0.0,0.0
I5F,2018-06-28,外資,156.0,82865.0,156.0,82867.0,36.0,19030.0,0.0,0.0
MTX,2018-06-28,自營商,11032.0,5794960.0,11487.0,6027308.0,8736.0,4530525.0,13837.0,7194449.0
MTX,2018-06-28,投信,1.0,525.0,0.0,0.0,87.0,45775.0,0.0,0.0
MTX,2018-06-28,外資,53357.0,28103772.0,55949.0,29470495.0,354.0,185825.0,11533.0,6067456.0
SF,2018-06-28,自營商,19528.0,3534667.0,18405.0,3392935.0,22624.0,2647245.0,85333.0,14291101.0
SF,2018-06-28,投信,0.0,0.0,0.0,0.0,66.0,137575.0,201.0,49425.0
SF,2018-06-28,外資,18949.0,4427892.0,20228.0,4654928.0,21898.0,6971856.0,16593.0,3143021.0
SPF,2018-06-28,自營商,263.0,143146.0,263.0,143236.0,284.0,153886.0,205.0,111083.0
SPF,2018-06-28,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-28,外資,69.0,37611.0,64.0,34788.0,25.0,13548.0,0.0,0.0
T5F,2018-06-28,自營商,80.0,61619.0,88.0,67828.0,56.0,43206.0,63.0,48633.0
T5F,2018-06-28,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-28,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-28,自營商,498.0,852715.0,731.0,1252561.0,186.0,317870.0,578.0,989436.0
TE,2018-06-28,投信,100.0,171479.0,0.0,0.0,392.0,671418.0,24.0,41107.0
TE,2018-06-28,外資,1751.0,2997467.0,1557.0,2665644.0,1405.0,2406484.0,1528.0,2617158.0
TF,2018-06-28,自營商,127.0,156687.0,165.0,203567.0,196.0,241707.0,257.0,316384.0
TF,2018-06-28,投信,0.0,0.0,0.0,0.0,54.0,66593.0,0.0,0.0
TF,2018-06-28,外資,746.0,920168.0,706.0,870846.0,758.0,934766.0,2167.0,2672319.0
TJF,2018-06-28,自營商,150.0,51706.0,189.0,65137.0,216.0,74595.0,305.0,105338.0
TJF,2018-06-28,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-28,外資,76.0,26187.0,42.0,14473.0,0.0,0.0,12.0,4143.0
TX,2018-06-28,自營商,18728.0,39407808.0,20078.0,42239959.0,6677.0,13886948.0,11802.0,24646420.0
TX,2018-06-28,投信,40.0,84403.0,41.0,86242.0,1899.0,3996531.0,27830.0,58570322.0
TX,2018-06-28,外資,73612.0,155079565.0,75521.0,159126981.0,64424.0,135550108.0,37871.0,79639896.0
UDF,2018-06-28,自營商,2613.0,1270756.0,2619.0,1272928.0,167.0,80783.0,404.0,195410.0
UDF,2018-06-28,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-28,外資,731.0,354900.0,822.0,398936.0,36.0,17408.0,7.0,3388.0
XIF,2018-06-28,自營商,196.0,243760.0,215.0,267267.0,181.0,224657.0,143.0,176742.0
XIF,2018-06-28,投信,0.0,0.0,0.0,0.0,1.0,1244.0,0.0,0.0
XIF,2018-06-28,外資,115.0,143269.0,113.0,140777.0,3.0,3732.0,53.0,65932.0
ETF,2018-06-29,自營商,800.0,240992.0,653.0,183971.0,2644.0,779821.0,5217.0,1745147.0
ETF,2018-06-29,投信,0.0,0.0,0.0,0.0,2653.0,1079802.0,4726.0,3454712.0
ETF,2018-06-29,外資,2408.0,641578.0,2719.0,709243.0,4061.0,3149526.0,4384.0,920415.0
GTF,2018-06-29,自營商,1.0,599.0,20.0,12050.0,0.0,0.0,10.0,6039.0
GTF,2018-06-29,投信,0.0,0.0,0.0,0.0,9.0,5443.0,0.0,0.0
GTF,2018-06-29,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18144.0
I5F,2018-06-29,自營商,136.0,72352.0,145.0,77132.0,99.0,52932.0,172.0,91960.0
I5F,2018-06-29,投信,0.0,0.0,0.0,0.0,26.0,13901.0,0.0,0.0
I5F,2018-06-29,外資,117.0,62212.0,114.0,60618.0,39.0,20851.0,0.0,0.0
MTX,2018-06-29,自營商,11764.0,6208115.0,9678.0,5117982.0,10925.0,5754863.0,13980.0,7387059.0
MTX,2018-06-29,投信,0.0,0.0,0.0,0.0,87.0,46445.0,0.0,0.0
MTX,2018-06-29,外資,49782.0,26343787.0,45135.0,23877273.0,906.0,482900.0,7438.0,3970225.0
SF,2018-06-29,自營商,15707.0,2701731.0,15737.0,2795754.0,23290.0,2751653.0,86029.0,14741081.0
SF,2018-06-29,投信,0.0,0.0,0.0,0.0,66.0,147333.0,201.0,49432.0
SF,2018-06-29,外資,17640.0,3602018.0,17505.0,3661673.0,21985.0,6975003.0,16545.0,3114586.0
SPF,2018-06-29,自營商,352.0,190987.0,375.0,203716.0,331.0,180488.0,275.0,149971.0
SPF,2018-06-29,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-06-29,外資,129.0,70003.0,126.0,68250.0,36.0,19651.0,8.0,4362.0
T5F,2018-06-29,自營商,45.0,35362.0,45.0,35371.0,97.0,76356.0,104.0,81886.0
T5F,2018-06-29,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-06-29,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-06-29,自營商,598.0,1034941.0,524.0,906615.0,260.0,451874.0,578.0,1005964.0
TE,2018-06-29,投信,0.0,0.0,0.0,0.0,392.0,682629.0,24.0,41794.0
TE,2018-06-29,外資,1585.0,2741663.0,1520.0,2628574.0,1461.0,2544185.0,1519.0,2645187.0
TF,2018-06-29,自營商,208.0,257615.0,230.0,284989.0,153.0,190210.0,236.0,292864.0
TF,2018-06-29,投信,0.0,0.0,1.0,1241.0,53.0,65890.0,0.0,0.0
TF,2018-06-29,外資,1115.0,1381817.0,939.0,1162784.0,838.0,1041802.0,2071.0,2574640.0
TJF,2018-06-29,自營商,85.0,29288.0,145.0,49930.0,215.0,74276.0,364.0,125753.0
TJF,2018-06-29,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-06-29,外資,19.0,6555.0,18.0,6205.0,0.0,0.0,11.0,3799.0
TX,2018-06-29,自營商,18180.0,38512829.0,17421.0,36960944.0,7336.0,15470478.0,11692.0,24769164.0
TX,2018-06-29,投信,1060.0,2262981.0,0.0,0.0,2006.0,4283506.0,26877.0,57392438.0
TX,2018-06-29,外資,71601.0,151656005.0,66309.0,140406976.0,67957.0,145078400.0,36112.0,77049206.0
UDF,2018-06-29,自營商,2360.0,1139359.0,2238.0,1080146.0,299.0,145417.0,414.0,201338.0
UDF,2018-06-29,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-06-29,外資,1239.0,597624.0,1292.0,623134.0,17.0,8265.0,41.0,19941.0
XIF,2018-06-29,自營商,196.0,244251.0,195.0,243091.0,178.0,224040.0,139.0,174205.0
XIF,2018-06-29,投信,0.0,0.0,0.0,0.0,1.0,1261.0,0.0,0.0
XIF,2018-06-29,外資,100.0,125229.0,107.0,133967.0,0.0,0.0,57.0,71888.0
ETF,2018-07-02,自營商,765.0,304788.0,856.0,324662.0,2537.0,698030.0,5201.0,1661059.0
ETF,2018-07-02,投信,0.0,0.0,0.0,0.0,2653.0,1057177.0,4726.0,3426009.0
ETF,2018-07-02,外資,2674.0,695334.0,2456.0,644008.0,4086.0,3140259.0,4191.0,838331.0
GTF,2018-07-02,自營商,43.0,26132.0,17.0,10326.0,18.0,10899.0,2.0,1212.0
GTF,2018-07-02,投信,2.0,1209.0,0.0,0.0,11.0,6659.0,0.0,0.0
GTF,2018-07-02,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18174.0
I5F,2018-07-02,自營商,135.0,72023.0,69.0,36782.0,79.0,42074.0,86.0,45796.0
I5F,2018-07-02,投信,0.0,0.0,0.0,0.0,26.0,13845.0,0.0,0.0
I5F,2018-07-02,外資,33.0,17558.0,67.0,35756.0,8.0,4260.0,3.0,1598.0
MTX,2018-07-02,自營商,10361.0,5515393.0,9499.0,5050118.0,10682.0,5590863.0,12915.0,6772523.0
MTX,2018-07-02,投信,5.0,2658.0,0.0,0.0,92.0,48806.0,0.0,0.0
MTX,2018-07-02,外資,38816.0,20707316.0,38199.0,20381150.0,836.0,442858.0,6791.0,3602326.0
SF,2018-07-02,自營商,19742.0,2963361.0,17973.0,2976802.0,25283.0,2787725.0,86253.0,14859232.0
SF,2018-07-02,投信,0.0,0.0,65.0,155020.0,1.0,429.0,201.0,46028.0
SF,2018-07-02,外資,19152.0,4183489.0,19042.0,4025673.0,22346.0,7095367.0,16796.0,3030802.0
SPF,2018-07-02,自營商,292.0,159250.0,250.0,136303.0,349.0,189119.0,251.0,136034.0
SPF,2018-07-02,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-07-02,外資,15.0,8172.0,41.0,22344.0,24.0,13034.0,22.0,11921.0
T5F,2018-07-02,自營商,61.0,47842.0,54.0,42304.0,58.0,45644.0,58.0,45644.0
T5F,2018-07-02,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-07-02,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-07-02,自營商,738.0,1286262.0,644.0,1121671.0,235.0,405592.0,459.0,793486.0
TE,2018-07-02,投信,0.0,0.0,0.0,0.0,392.0,678474.0,24.0,41539.0
TE,2018-07-02,外資,1640.0,2860222.0,1606.0,2800458.0,1344.0,2326195.0,1368.0,2367734.0
TF,2018-07-02,自營商,336.0,416098.0,339.0,419441.0,167.0,205485.0,253.0,310623.0
TF,2018-07-02,投信,0.0,0.0,0.0,0.0,53.0,65222.0,0.0,0.0
TF,2018-07-02,外資,809.0,1001826.0,1082.0,1339985.0,754.0,927872.0,2260.0,2781131.0
TJF,2018-07-02,自營商,244.0,83522.0,266.0,91114.0,146.0,49450.0,317.0,107368.0
TJF,2018-07-02,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-07-02,外資,31.0,10655.0,36.0,12292.0,0.0,0.0,16.0,5419.0
TX,2018-07-02,自營商,18727.0,39934841.0,17392.0,37054867.0,7031.0,14733833.0,10042.0,21100911.0
TX,2018-07-02,投信,46.0,97934.0,293.0,622091.0,1982.0,4205697.0,27100.0,57505484.0
TX,2018-07-02,外資,55371.0,118137724.0,55035.0,117454691.0,64977.0,137835282.0,32786.0,69508333.0
UDF,2018-07-02,自營商,1636.0,797345.0,1721.0,837513.0,326.0,157174.0,526.0,253587.0
UDF,2018-07-02,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-07-02,外資,432.0,210377.0,560.0,272858.0,0.0,0.0,152.0,73268.0
XIF,2018-07-02,自營商,210.0,263529.0,181.0,227093.0,177.0,221883.0,109.0,136020.0
XIF,2018-07-02,投信,0.0,0.0,0.0,0.0,1.0,1255.0,0.0,0.0
XIF,2018-07-02,外資,127.0,159736.0,139.0,174825.0,0.0,0.0,69.0,86616.0
ETF,2018-07-03,自營商,2010.0,552645.0,1750.0,467953.0,2928.0,835175.0,5332.0,1720668.0
ETF,2018-07-03,投信,0.0,0.0,0.0,0.0,2653.0,1064825.0,4726.0,3445935.0
ETF,2018-07-03,外資,4465.0,1087992.0,4534.0,1113907.0,4227.0,3199572.0,4401.0,911253.0
GTF,2018-07-03,自營商,7.0,4188.0,11.0,6603.0,14.0,8376.0,2.0,1198.0
GTF,2018-07-03,投信,0.0,0.0,0.0,0.0,11.0,6578.0,0.0,0.0
GTF,2018-07-03,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17976.0
I5F,2018-07-03,自營商,142.0,75827.0,126.0,67343.0,86.0,46163.0,77.0,41329.0
I5F,2018-07-03,投信,0.0,0.0,0.0,0.0,26.0,13952.0,0.0,0.0
I5F,2018-07-03,外資,160.0,85479.0,172.0,91883.0,0.0,0.0,7.0,3756.0
MTX,2018-07-03,自營商,17153.0,9085688.0,15793.0,8349815.0,10709.0,5612228.0,11710.0,6132251.0
MTX,2018-07-03,投信,2.0,1059.0,0.0,0.0,94.0,49919.0,0.0,0.0
MTX,2018-07-03,外資,66045.0,35085732.0,67907.0,36069483.0,497.0,262651.0,8322.0,4418825.0
SF,2018-07-03,自營商,18510.0,3692572.0,19967.0,3696960.0,24505.0,2653233.0,86932.0,14631981.0
SF,2018-07-03,投信,1.0,432.0,1.0,432.0,0.0,0.0,200.0,46000.0
SF,2018-07-03,外資,19068.0,4687521.0,19443.0,4642676.0,22248.0,6958110.0,17073.0,2863332.0
SPF,2018-07-03,自營商,319.0,173007.0,290.0,157220.0,451.0,246188.0,324.0,176871.0
SPF,2018-07-03,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-07-03,外資,74.0,40199.0,81.0,44009.0,12.0,6556.0,17.0,9279.0
T5F,2018-07-03,自營商,40.0,31121.0,38.0,29549.0,60.0,47081.0,58.0,45511.0
T5F,2018-07-03,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-07-03,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-07-03,自營商,754.0,1309148.0,903.0,1567132.0,243.0,420421.0,616.0,1067554.0
TE,2018-07-03,投信,0.0,0.0,0.0,0.0,392.0,680042.0,24.0,41635.0
TE,2018-07-03,外資,2558.0,4448406.0,2471.0,4294084.0,1374.0,2383615.0,1311.0,2274323.0
TF,2018-07-03,自營商,263.0,322515.0,267.0,327644.0,215.0,263848.0,305.0,373554.0
TF,2018-07-03,投信,0.0,0.0,0.0,0.0,53.0,65042.0,0.0,0.0
TF,2018-07-03,外資,985.0,1209629.0,1148.0,1409984.0,703.0,862722.0,2372.0,2910895.0
TJF,2018-07-03,自營商,148.0,49970.0,154.0,52018.0,173.0,58671.0,350.0,118701.0
TJF,2018-07-03,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-07-03,外資,39.0,13169.0,22.0,7416.0,2.0,678.0,1.0,339.0
TX,2018-07-03,自營商,29725.0,63101284.0,28826.0,61172462.0,8224.0,17279203.0,10304.0,21655820.0
TX,2018-07-03,投信,112.0,237955.0,278.0,590213.0,2025.0,4301105.0,27309.0,58009050.0
TX,2018-07-03,外資,89141.0,189415512.0,92418.0,196386978.0,64829.0,137648865.0,35912.0,76216069.0
UDF,2018-07-03,自營商,2155.0,1041414.0,2017.0,974617.0,417.0,202727.0,479.0,232874.0
UDF,2018-07-03,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-07-03,外資,1072.0,517432.0,1048.0,505813.0,13.0,6319.0,141.0,68540.0
XIF,2018-07-03,自營商,391.0,487922.0,416.0,519229.0,186.0,233270.0,143.0,178652.0
XIF,2018-07-03,投信,0.0,0.0,0.0,0.0,1.0,1257.0,0.0,0.0
XIF,2018-07-03,外資,239.0,299595.0,217.0,272120.0,0.0,0.0,47.0,59065.0
ETF,2018-07-04,自營商,720.0,182897.0,1153.0,265977.0,2802.0,810990.0,5639.0,1777322.0
ETF,2018-07-04,投信,0.0,0.0,0.0,0.0,2653.0,1061581.0,4726.0,3442871.0
ETF,2018-07-04,外資,3088.0,787054.0,2674.0,681978.0,4491.0,3268253.0,4251.0,869736.0
GTF,2018-07-04,自營商,19.0,11219.0,97.0,57688.0,14.0,8252.0,80.0,47574.0
GTF,2018-07-04,投信,0.0,0.0,0.0,0.0,11.0,6550.0,0.0,0.0
GTF,2018-07-04,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17904.0
I5F,2018-07-04,自營商,75.0,40229.0,62.0,33279.0,87.0,46863.0,65.0,35014.0
I5F,2018-07-04,投信,0.0,0.0,0.0,0.0,26.0,14010.0,0.0,0.0
I5F,2018-07-04,外資,33.0,17683.0,29.0,15547.0,3.0,1617.0,6.0,3233.0
MTX,2018-07-04,自營商,9221.0,4878598.0,9606.0,5084212.0,11048.0,5786656.0,12564.0,6581395.0
MTX,2018-07-04,投信,9.0,4781.0,0.0,0.0,103.0,54678.0,0.0,0.0
MTX,2018-07-04,外資,41611.0,22077643.0,41613.0,22077026.0,666.0,352405.0,8531.0,4527840.0
SF,2018-07-04,自營商,14593.0,2477658.0,15593.0,2727614.0,24574.0,2713983.0,88001.0,14938723.0
SF,2018-07-04,投信,200.0,43685.0,0.0,0.0,0.0,0.0,0.0,0.0
SF,2018-07-04,外資,20199.0,4732623.0,19046.0,4574166.0,22939.0,7065483.0,16611.0,2812984.0
SPF,2018-07-04,自營商,39.0,21280.0,66.0,36024.0,425.0,230958.0,325.0,176612.0
SPF,2018-07-04,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-07-04,外資,14.0,7670.0,6.0,3280.0,23.0,12496.0,20.0,10869.0
T5F,2018-07-04,自營商,0.0,0.0,0.0,0.0,60.0,47441.0,58.0,45859.0
T5F,2018-07-04,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-07-04,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-07-04,自營商,332.0,575656.0,362.0,627283.0,211.0,364887.0,614.0,1064346.0
TE,2018-07-04,投信,2.0,3469.0,0.0,0.0,394.0,683669.0,24.0,41645.0
TE,2018-07-04,外資,1233.0,2137920.0,1196.0,2073863.0,1392.0,2415398.0,1292.0,2241878.0
TF,2018-07-04,自營商,105.0,128483.0,150.0,183560.0,188.0,230526.0,323.0,395286.0
TF,2018-07-04,投信,1.0,1226.0,0.0,0.0,54.0,66215.0,0.0,0.0
TF,2018-07-04,外資,442.0,541520.0,414.0,507207.0,691.0,847304.0,2332.0,2859472.0
TJF,2018-07-04,自營商,202.0,68164.0,235.0,79271.0,137.0,46334.0,347.0,117359.0
TJF,2018-07-04,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-07-04,外資,84.0,28324.0,47.0,15870.0,38.0,12851.0,0.0,0.0
TX,2018-07-04,自營商,18007.0,38182916.0,17701.0,37531966.0,8150.0,17129149.0,9880.0,20758785.0
TX,2018-07-04,投信,119.0,252213.0,16.0,33938.0,2115.0,4490083.0,27296.0,57959602.0
TX,2018-07-04,外資,53716.0,114000223.0,54994.0,116715591.0,63741.0,135279507.0,36087.0,76557453.0
UDF,2018-07-04,自營商,1230.0,598295.0,1391.0,676017.0,359.0,173757.0,582.0,281689.0
UDF,2018-07-04,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-07-04,外資,672.0,327170.0,619.0,301595.0,53.0,25649.0,128.0,61932.0
XIF,2018-07-04,自營商,224.0,279653.0,189.0,235712.0,227.0,284262.0,149.0,185816.0
XIF,2018-07-04,投信,0.0,0.0,0.0,0.0,1.0,1255.0,0.0,0.0
XIF,2018-07-04,外資,114.0,143020.0,96.0,120412.0,5.0,6277.0,34.0,42684.0
ETF,2018-07-05,自營商,1181.0,338489.0,988.0,301388.0,2976.0,881625.0,5620.0,1807268.0
ETF,2018-07-05,投信,0.0,0.0,0.0,0.0,2653.0,1056474.0,4726.0,3416986.0
ETF,2018-07-05,外資,2110.0,546266.0,2404.0,602335.0,4309.0,3215488.0,4363.0,897873.0
GTF,2018-07-05,自營商,99.0,58347.0,107.0,63095.0,0.0,0.0,74.0,43441.0
GTF,2018-07-05,投信,0.0,0.0,0.0,0.0,11.0,6453.0,0.0,0.0
GTF,2018-07-05,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17622.0
I5F,2018-07-05,自營商,89.0,47898.0,95.0,51182.0,74.0,39840.0,58.0,31226.0
I5F,2018-07-05,投信,0.0,0.0,0.0,0.0,26.0,13997.0,0.0,0.0
I5F,2018-07-05,外資,39.0,21009.0,46.0,24765.0,0.0,0.0,10.0,5384.0
MTX,2018-07-05,自營商,11289.0,5943495.0,13309.0,6990618.0,11303.0,5859744.0,14563.0,7546975.0
MTX,2018-07-05,投信,2.0,1062.0,0.0,0.0,105.0,55130.0,0.0,0.0
MTX,2018-07-05,外資,50279.0,26553662.0,54969.0,29027664.0,749.0,392614.0,13304.0,6980343.0
SF,2018-07-05,自營商,15431.0,2795018.0,17243.0,3070120.0,24272.0,2717950.0,89511.0,15011340.0
SF,2018-07-05,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF,2018-07-05,外資,19386.0,5094584.0,19585.0,5099536.0,23041.0,7055653.0,16912.0,2837985.0
SPF,2018-07-05,自營商,167.0,90820.0,125.0,67967.0,435.0,236249.0,293.0,159137.0
SPF,2018-07-05,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPF,2018-07-05,外資,2.0,1088.0,32.0,17420.0,12.0,6522.0,39.0,21177.0
T5F,2018-07-05,自營商,0.0,0.0,6.0,4704.0,58.0,45377.0,62.0,48508.0
T5F,2018-07-05,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T5F,2018-07-05,外資,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TE,2018-07-05,自營商,768.0,1320394.0,822.0,1412505.0,156.0,265255.0,613.0,1044773.0
TE,2018-07-05,投信,0.0,0.0,0.0,0.0,394.0,672637.0,24.0,40973.0
TE,2018-07-05,外資,2010.0,3460896.0,2177.0,3749120.0,1445.0,2466904.0,1512.0,2581286.0
TF,2018-07-05,自營商,169.0,206341.0,114.0,139122.0,189.0,230542.0,269.0,327141.0
TF,2018-07-05,投信,0.0,0.0,0.0,0.0,54.0,65869.0,0.0,0.0
TF,2018-07-05,外資,692.0,845498.0,754.0,921130.0,607.0,740419.0,2310.0,2817648.0
TJF,2018-07-05,自營商,429.0,144181.0,380.0,127802.0,85.0,28570.0,246.0,82699.0
TJF,2018-07-05,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJF,2018-07-05,外資,59.0,19837.0,119.0,39969.0,9.0,3025.0,31.0,10424.0
TX,2018-07-05,自營商,20609.0,43492852.0,21115.0,44514356.0,9559.0,19908296.0,11864.0,24666825.0
TX,2018-07-05,投信,65.0,136807.0,638.0,1341750.0,2127.0,4465910.0,27881.0,58554964.0
TX,2018-07-05,外資,69687.0,147199877.0,75670.0,159860379.0,62189.0,130536598.0,40518.0,85022162.0
UDF,2018-07-05,自營商,994.0,480767.0,756.0,365666.0,352.0,169959.0,337.0,162729.0
UDF,2018-07-05,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDF,2018-07-05,外資,328.0,158669.0,280.0,135525.0,101.0,48767.0,128.0,61798.0
XIF,2018-07-05,自營商,224.0,279854.0,252.0,314907.0,196.0,243664.0,146.0,180702.0
XIF,2018-07-05,投信,0.0,0.0,0.0,0.0,1.0,1248.0,0.0,0.0
XIF,2018-07-05,外資,167.0,209044.0,168.0,210351.0,0.0,0.0,30.0,37437.0
ETF,2018-07-06,自營商,1348.0,348780.0,1199.0,392794.0,2935.0,762454.0,5430.0,1732758.0
ETF,2018-07-06,投信,0.0,0.0,0.0,0.0,2653.0,1058667.0,4726.0,3428973.0
ETF,2018-07-06,外資,3130.0,819305.0,3478.0,858553.0,4211.0,3240604.0,4613.0,953254.0
GTF,2018-07-06,自營商,33.0,19322.0,53.0,30995.0,0.0,0.0,94.0,55438.0
GTF,2018-07-06,投信,0.0,0.0,0.0,0.0,11.0,6492.0,0.0,0.0
GTF,2018-07-06,外資,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17736.0
I5F,2018-07-06,自營商,59.0,31789.0,68.0,36627.0,72.0,38806.0,65.0,35028.0
I5F,2018-07-06,投信,0.0,0.0,0.0,0.0,26.0,14008.0,0.0,0.0
I5F,2018-07-06,外資,62.0,33399.0,64.0,34475.0,0.0,0.0,12.0,6465.0
MTX,2018-07-06,自營商,14839.0,7762901.0,13718.0,7172726.0,11476.0,5970851.0,13647.0,7091441.0
MTX,2018-07-06,投信,8.0,4210.0,0.0,0.0,113.0,59540.0,0.0,0.0
MTX,2018-07-06,外資,67961.0,35676760.0,68073.0,35732009.0,687.0,361969.0,13398.0,7054189.0
SF,2018-07-06,自營商,22655.0,4607952.0,26207.0,5152405.0,24058.0,2782049.0,92849.0,15836303.0
SF,2018-07-06,投信,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
